Champs Local Code,C Name,C Pref Name,C Code
CH02850,Maternal death after labor and delivery,Maternal death after labor and delivery,CH02850
CH02851,At delivery,At delivery,CH02851
CH02852,Neural tube defects,Neural tube defects,CH02852
CH02853,Abdominal wall defects,Abdominal wall defects,CH02853
CH02854,Electrophoresis (Cellulose Acetate),Electrophoresis (Cellulose Acetate),CH02854
CH02855,Lateral Flow Immunoassay (LFIA),LFIA,CH02855
CH02856,SEREFO,SEREFO,CH02856
CH02857,National Health Laboratory Service,NHLS,CH02857
CH02858,Hospital Central de Quelimane,Hospital Central de Quelimane,CH02858
CH02859,COVID-19 PCR,COVID-19 PCR,CH02859
CH02860,Amikacin - AST Testing,Amikacin,CH02860
CH02861,Amoxicillin - AST Testing,Amoxicillin,CH02861
CH02862,Amoxicillin +Clavulanic acid - AST Testing,Amoxicillin +Clavulanic acid,CH02862
CH02863,Amphotericin-B - AST Testing,Amphotericin-B,CH02863
CH02864,Ampicillin - AST Testing,Ampicillin,CH02864
CH02865,Ampicillin-Cloxacillin - AST Testing,Ampicillin-Cloxacillin,CH02865
CH02866,Azithromycin - AST Testing,Azithromycin,CH02866
CH02867,Aztreonam - AST Testing,Aztreonam,CH02867
CH02868,Caspofungin - AST Testing,Caspofungin,CH02868
CH02869,Cefadroxil - AST Testing,Cefadroxil,CH02869
CH02870,Cefazolin - AST Testing,Cefazolin,CH02870
CH02871,Cefepime - AST Testing,Cefepime,CH02871
CH02872,Cefixime - AST Testing,Cefixime,CH02872
CH02873,Ceforperazone-salbactum - AST Testing,Ceforperazone-salbactum,CH02873
CH02874,Cefotaxime - AST Testing,Cefotaxime,CH02874
CH02876,Cefradine/cephradine - AST Testing,Cefradine/cephradine,CH02876
CH02877,Ceftazidime - AST Testing,Ceftazidime,CH02877
CH02878,Ceftriaxone - AST Testing,Ceftriaxone,CH02878
CH02879,Cefuroxime - AST Testing,Cefuroxime,CH02879
CH02880,Cefuroxime + Clavulinic acid,Cefuroxime + Clavulinic acid,CH02880
CH02881,Cephalexin - AST Testing,Cephalexin,CH02881
CH02882,Chloramphenicol - AST Testing,Chloramphenicol,CH02882
CH02883,Ciprofloxacin - AST Testing,Ciprofloxacin,CH02883
CH02884,Clarithromycin - AST Testing,Clarithromycin,CH02884
CH02885,Clindamycin - AST Testing,Clindamycin,CH02885
CH02886,Cloxacillin - AST Testing,Cloxacillin,CH02886
CH02887,Co-trimoxazole - AST Testing,Co-trimoxazole,CH02887
CH02888,Colistimethate Sodium - AST Testing,Colistimethate Sodium,CH02888
CH02889,Colistin/polymixin - AST Testing,Colistin/polymixin,CH02889
CH02890,Cotrimoxazole - AST Testing,Cotrimoxazole,CH02890
CH02891,Daptomycin - AST Testing,Daptomycin,CH02891
CH02892,Doripenem - AST Testing,Doripenem,CH02892
CH02893,Doxycycline - AST Testing,Doxycycline,CH02893
CH02894,Ertapenem - AST Testing,Ertapenem,CH02894
CH02895,Erythromycin - AST Testing,Erythromycin,CH02895
CH02896,Faropenem - AST Testing,Faropenem,CH02896
CH02897,Flucloxacillin/Floxacillin - AST Testing,Flucloxacillin/Floxacillin,CH02897
CH02898,Flucocanozole - AST Testing,Flucocanozole,CH02898
CH02899,Flucytosine - AST Testing,Flucytosine,CH02899
CH02900,Fusidic acid/Fusidin - AST Testing,Fusidic acid/Fusidin,CH02900
CH02901,Gentamicin - AST Testing,Gentamicin,CH02901
CH02902,Imipenem - AST Testing,Imipenem,CH02902
CH02903,Imipenem + Cilastatin - AST Testing,Imipenem + Cilastatin,CH02903
CH02904,Levofloxacin - AST Testing,Levofloxacin,CH02904
CH02905,Lincomycin - AST Testing,Lincomycin,CH02905
CH02906,Linezolid - AST Testing,Linezolid,CH02906
CH02907,Meropenem - AST Testing,Meropenem,CH02907
CH02908,Metronidazole - AST Testing,Metronidazole,CH02908
CH02909,Micafungin - AST Testing,Micafungin,CH02909
CH02910,Minocycline - AST Testing,Minocycline,CH02910
CH02911,Minocycline - AST Testing,Minocycline,CH02911
CH02912,Moxifloxacin - AST Testing,Moxifloxacin,CH02912
CH02913,Nalidixic acid - AST Testing,Nalidixic acid,CH02913
CH02914,Netimicin - AST Testing,Netimicin,CH02914
CH02915,Nitrofurantoin - AST Testing,Nitrofurantoin,CH02915
CH02916,Norfloxacin - AST Testing,Norfloxacin,CH02916
CH02917,Ofloxacin - AST Testing,Ofloxacin,CH02917
CH02918,Oxacillin - AST Testing,Oxacillin,CH02918
CH02919,Penicillin - AST Testing,Penicillin,CH02919
CH02920,Piperacillin+Tazobactam - AST Testing,Piperacillin+Tazobactam,CH02920
CH02921,Polymixin-B - AST Testing,Polymixin-B,CH02921
CH02922,Rifampin - AST Testing,Rifampin,CH02922
CH02923,Spectinomycin - AST Testing,Spectinomycin,CH02923
CH02924,Sulfamethoxazole + trimethoprim - AST Testing,Sulfamethoxazole + trimethoprim,CH02924
CH02925,Sulfisoxazole - AST Testing,Sulfisoxazole,CH02925
CH02926,Tazobactam - AST Testing,Tazobactam,CH02926
CH02927,Teicoplanin  - AST Testing,Teicoplanin,CH02927
CH02928,Tetracycline  - AST Testing,Tetracycline,CH02928
CH02929,Ticarcillin-Clavulanic-acid - AST Testing,Ticarcillin-Clavulanic-acid,CH02929
CH02930,Tigecycline - AST Testing,Tigecycline,CH02930
CH02931,Tobramycin - AST Testing,Tobramycin,CH02931
CH02932,Vancomycin - AST Testing,Vancomycin,CH02932
CH02933,Antimicrobial Other 1- AST Testing,Antimicrobial Other 1,CH02933
CH02934,Antimicrobial Other 2- AST Testing,Antimicrobial Other 2,CH02934
CH02935,Antimicrobial Other 3- AST Testing,Antimicrobial Other 3,CH02935
CH02936,"Abacavir (Abc, Zigen)","Abacavir (Abc, Zigen)",CH02936
CH02937,Acylovir,Acylovir,CH02937
CH02938,Albendazole,Albendazole,CH02938
CH02939,Amodiaquine,Amodiaquine,CH02939
CH02940,Amphotericin B,Amphotericin B,CH02940
CH02941,Artemether,Artemether,CH02941
CH02942,Artemether-Lumefantrine,Artemether-Lumefantrine,CH02942
CH02943,Artesunate,Artesunate,CH02943
CH02944,Artesunate-Amodiaquine,Artesunate-Amodiaquine,CH02944
CH02945,Artesunate-Mefloquine,Artesunate-Mefloquine,CH02945
CH02946,Artesunate-Sulfadoxine-Pyrimethamine (Sp),Artesunate-Sulfadoxine-Pyrimethamine (Sp),CH02946
CH02947,Atazanavir,Atazanavir,CH02947
CH02948,Atovaquone-Proguanil,Atovaquone-Proguanil,CH02948
CH02949,Benzoic Acid + Salicylic Acid,Benzoic Acid + Salicylic Acid,CH02949
CH02950,Capreomycin,Capreomycin,CH02950
CH02951,Caspofungin,Caspofungin,CH02951
CH02952,Chloroquine,Chloroquine,CH02952
CH02953,Clotrimazole,Clotrimazole,CH02953
CH02954,Cobicistat,Cobicistat,CH02954
CH02955,Cycloserine,Cycloserine,CH02955
CH02956,Darunavir (Drv),Darunavir (Drv),CH02956
CH02957,"Didanosine (Ddi, Videx)","Didanosine (Ddi, Videx)",CH02957
CH02958,Diethylcarbamazine,Diethylcarbamazine,CH02958
CH02959,Dihydroartemisinin And Piperaquine (Dha/Ppq),Dihydroartemisinin And Piperaquine (Dha/Ppq),CH02959
CH02960,Dolutegravir,Dolutegravir,CH02960
CH02961,"Efavirenz (Efv, Sustiva, Stocrin)","Efavirenz (Efv, Sustiva, Stocrin)",CH02961
CH02962,Elvitegravir,Elvitegravir,CH02962
CH02963,"Emtricitabine (Ftc, Emtriva)","Emtricitabine (Ftc, Emtriva)",CH02963
CH02964,Enfuvirtide,Enfuvirtide,CH02964
CH02965,Ethambutol,Ethambutol,CH02965
CH02966,Etravirine,Etravirine,CH02966
CH02967,Fluconazole,Fluconazole,CH02967
CH02968,Flucytosine,Flucytosine,CH02968
CH02969,Fosamprenavir,Fosamprenavir,CH02969
CH02970,Ganciclovir,Ganciclovir,CH02970
CH02971,Griseofulvin,Griseofulvin,CH02971
CH02972,Halofantrine,Halofantrine,CH02972
CH02973,Indinavir,Indinavir,CH02973
CH02974,Isoniazid,Isoniazid,CH02974
CH02975,Itraconazole,Itraconazole,CH02975
CH02976,Ivermectin,Ivermectin,CH02976
CH02977,Kanamycin,Kanamycin,CH02977
CH02978,Ketoconazole,Ketoconazole,CH02978
CH02979,"Lamivudine (3Tc, Epivir)","Lamivudine (3Tc, Epivir)",CH02979
CH02980,Levamisole,Levamisole,CH02980
CH02981,"Lopinavir/Ritonavir (Lpv/Rit, Kaletra)","Lopinavir/Ritonavir (Lpv/Rit, Kaletra)",CH02981
CH02982,Maraviroc,Maraviroc,CH02982
CH02983,Mebendazole,Mebendazole,CH02983
CH02984,Mefloquine,Mefloquine,CH02984
CH02985,Micafungin,Micafungin,CH02985
CH02986,Miconazole,Miconazole,CH02986
CH02987,"Nelfinavir (Nfv, Viracept)","Nelfinavir (Nfv, Viracept)",CH02987
CH02988,"Nevirapine (Nvp, Viramune)","Nevirapine (Nvp, Viramune)",CH02988
CH02989,Niclosamide,Niclosamide,CH02989
CH02990,Nystatin,Nystatin,CH02990
CH02991,Ofloxacin,Ofloxacin,CH02991
CH02992,Para-Aminosalicylic Acid (Pas),Para-Aminosalicylic Acid (Pas),CH02992
CH02993,Praziquantel,Praziquantel,CH02993
CH02994,Primaquine,Primaquine,CH02994
CH02995,Proguanil,Proguanil,CH02995
CH02996,Protionamide,Protionamide,CH02996
CH02997,Pyrantel,Pyrantel,CH02997
CH02998,Pyrazinamide,Pyrazinamide,CH02998
CH02999,Quinidine Gluconate,Quinidine Gluconate,CH02999
CH03000,Quinine Sulphate,Quinine Sulphate,CH03000
CH03001,Quinine-Quinidine-Cinchonin,Quinine-Quinidine-Cinchonin,CH03001
CH03002,Raltegravir,Raltegravir,CH03002
CH03003,Rifabutin,Rifabutin,CH03003
CH03004,Rifampin (Rifampicin),Rifampin (Rifampicin),CH03004
CH03005,Rilpivirine,Rilpivirine,CH03005
CH03006,"Ritonavir (Rtv, Norvir)","Ritonavir (Rtv, Norvir)",CH03006
CH03007,Saquinavir,Saquinavir,CH03007
CH03008,"Stavudine (D4T, Zerit)","Stavudine (D4T, Zerit)",CH03008
CH03009,Streptomycin,Streptomycin,CH03009
CH03010,Sulfadoxine-Pyrimethamine (Sp),Sulfadoxine-Pyrimethamine (Sp),CH03010
CH03011,Sulfadoxine-Pyrimethamine (Sp)-Amodiaquine,Sulfadoxine-Pyrimethamine (Sp)-Amodiaquine,CH03011
CH03012,"Tenofovir (Tnf, Tdf)","Tenofovir (Tnf, Tdf)",CH03012
CH03013,Terbinafine,Terbinafine,CH03013
CH03014,Terizidone,Terizidone,CH03014
CH03015,Thionamide,Thionamide,CH03015
CH03016,Tipranavir,Tipranavir,CH03016
CH03017,Valacyclovir,Valacyclovir,CH03017
CH03018,Valganciclovir,Valganciclovir,CH03018
CH03019,Voriconazole,Voriconazole,CH03019
CH03020,Antimicrobials,Antimicrobials,CH03020
CH03021,Antifungals,Antifungals,CH03021
CH03022,Other antivirals,Other antivirals,CH03022
CH03023,Antihelmenthic,Antihelmenthic,CH03023
CH03024,L/min,L/min,CH03025
CH03025,Suspected TB disease,Suspected TB disease,CH03026
CH03026,Unsure what type of diagnosis,Unsure what type of diagnosis,CH03027
CH03027,Adult COVID MITS,Adult COVID MITS,CH03027
CH03028,Hemoglobin estimation postmortem,HGB postmortem,CH03028
CH03029,Copper sulfate technique,Copper sulfate technique,CH03029
CH03030,Cyanmethomoglobin,Cyanmethomoglobin,CH03030
CH03031,Automated hematology analyzers,Automated hematology analyzers,CH03031
CH03032,WHO Color Scale,WHO Color Scale,CH03032
CH03033,Invasive photometric point of care analyzers,Invasive photometric point of care analyzers,CH03033
CH03034,Paper/color based analytical devices,Paper/color based analytical devices,CH03034
CH03035,Carboxyhemoglobin,Carboxyhemoglobin,CH03035
CH03036,HemoCue,HemoCue,CH03036
CH03037,Hemo-Control,Hemo-Control,CH03037
CH03038,Hb-Quick,Hb-Quick,CH03038
CH03039,TrueHb,TrueHb,CH03039
CH03040,DisSpect,DisSpect,CH03040
CH03041,URIT,URIT,CH03041
CH03042,mPADs,mPADs,CH03042
CH03043,Color-based filter test,Color-based filter test,CH03043
CH03044,Radical-7,Radical-7,CH03044
CH03045,ToucHb,ToucHb,CH03045
CH03046, Co-oximeter, Co-oximeter,CH03046
CH03047,Noninvasive point of care,Noninvasive point of care,CH03047
CH03048,Not Applicable (NA),NA,CH03048
CH03049,Overweight,Overweight,CH03049
CH03050,Obese,Obese,CH03050
CH03051,Severe acute malnutrition,Severe acute malnutrition,CH03051
CH03052,Moderate manlnutrition,Moderate manlnutrition,CH03052
CH03053,Normal MUAC,Normal MUAC,CH03053
CH03054,High MUAC-for-age,High MUAC-for-age,CH03054
CH03055,Severe microcephaly,Severe microcephaly,CH03055
CH03056,Microcephaly,Microcephaly,CH03056
CH03057,Normal head circumference for age,Normal head circumference for age,CH03057
CH03058,Macrocephaly,Macrocephaly,CH03058
CH03059,High length/height-for age,High length/height-for age,CH03059
CH03060,Possible risk of overweight,Possible risk of overweight,CH03060
CH03061,Burundi,Burundi,BI
CH03062,Congo,Democratic Republic of Congo,CD
CH03063,Rwanda,Rwanda,RW
CH03064,Tanzania,Tanzania,TZ
CH03065,Fetal Membrane,Fetal Membrane,CH03065
CH03066,Adrenal Gland,Adrenal Gland,CH03066
CH03067,Cefoxitin,Cefoxitin,CH03067
CH03068,Intermediate,Intermediate,CH03068
CH03069,Burkholderia cepacia,Burkholderia cepacia,CH03069
CH03070,Enterobacter spp.,Enterobacter spp.,CH03070
CH03071,Micrococcus spp.,Micrococcus spp.,CH03071
CH03072,Proteus spp.,Proteus spp.,CH03072
CH03073,Pooled aqueous fluids (right eye and left eye),Pooled aqueous fluids (right eye and left eye),CH03073
CH03074,Pooled vitreous fluids (right eye and left eye),Pooled vitreous fluids (right eye and left eye),CH03074
CH03075,"Adarsha Clinic, Rajbari","Adarsha Clinic, Rajbari",CH03075
CH03076,"Adhunik Clinic and Diagnostic Centre, Pangsha","Adhunik Clinic and Diagnostic Centre, Pangsha",CH03076
CH03077,"Al Madina Clinic, Magura","Al Madina Clinic, Magura",CH03077
CH03078,"Apollo Specialized Hospital, Faridpur","Apollo Specialized Hospital, Faridpur",CH03078
CH03079,"Aroggo Clinic, Rajbari","Aroggo Clinic, Rajbari",CH03079
CH03080,"Aroggo Sadan Private Hospital, Faridpur","Aroggo Sadan Private Hospital, Faridpur",CH03080
CH03081,"Babu Memorial Hospital and Diagnostic Center, Madhukhali","Babu Memorial Hospital and Diagnostic Center, Madhukhali",CH03081
CH03082,"Baliakandi Clinic and Diagnostic Center, Baliakandi","Baliakandi Clinic and Diagnostic Center, Baliakandi",CH03082
CH03083,Baliakandi Upazila Health Complex,Baliakandi Upazila Health Complex,CH03083
CH03084,Chondona Diagnostic Centre and Doctors Chamber,Chondona Diagnostic Centre and Doctors Chamber,CH03084
CH03085,"Diabetic Association Medical College Hospital, Faridpur","Diabetic Association Medical College Hospital, Faridpur",CH03085
CH03086,"District Hospital, Magura","District Hospital, Magura",CH03086
CH03087,"District Hospital, Rajbari","District Hospital, Rajbari",CH03087
CH03088,"Dr. Roton Clinic, Rajbari","Dr. Roton Clinic, Rajbari",CH03088
CH03089,"District Hospital, Faridpur","District Hospital, Faridpur",CH03089
CH03090,Faridpur Medical College Hospital,Faridpur Medical College Hospital,CH03090
CH03091,"Green View Diagnostic Complex and Private Hospital, Magura","Green View Diagnostic Complex and Private Hospital, Magura",CH03091
CH03092,"Islami Bank Community Hospital, Faridpur","Islami Bank Community Hospital, Faridpur",CH03092
CH03093,Jamalpur UH and FWC,Jamalpur UH and FWC,CH03093
CH03094,Jangal UH and FWC,Jangal UH and FWC,CH03094
CH03095,"Jonony Clinic and Diagnostic Centre, Baliakandi","Jonony Clinic and Diagnostic Centre, Baliakandi",CH03095
CH03096,"Kabita Clinic and Diagnostic Center, Madhukhali","Kabita Clinic and Diagnostic Center, Madhukhali",CH03096
CH03097,"Lily Private Hospital and Diagnostic Center, Faridpur","Lily Private Hospital and Diagnostic Center, Faridpur",CH03097
CH03098,"Liza Health Care, Pangsha","Liza Health Care, Pangsha",CH03098
CH03099,Madhukhali Upazila Health Complex,Madhukhali Upazila Health Complex,CH03099
CH03100,"Madina Clinic and Diagnostic Center, Pangsha","Madina Clinic and Diagnostic Center, Pangsha",CH03100
CH03101,"MCWC, Rajbari","MCWC, Rajbari",CH03101
CH03102,"Medicure Hospital and Diagnostic Center, Madhukhali","Medicure Hospital and Diagnostic Center, Madhukhali",CH03102
CH03103,"Mediland Hospital and Diagnostic Center, Pangsha","Mediland Hospital and Diagnostic Center, Pangsha",CH03103
CH03104,Narua UH and FWC,Narua UH and FWC,CH03104
CH03105,Nawabpur UH and FWC,Nawabpur UH and FWC,CH03105
CH03106,"Neuro Clinic and Diagnostic Centre, Pangsha","Neuro Clinic and Diagnostic Centre, Pangsha",CH03106
CH03107,"New Shapla Clinic and Diagnostic Centre, Baliakandi","New Shapla Clinic and Diagnostic Centre, Baliakandi",CH03107
CH03108,"Niramoy Clinic, Rajbari","Niramoy Clinic, Rajbari",CH03108
CH03109,"Popular Clinic, Rajbari","Popular Clinic, Rajbari",CH03109
CH03110,"Popular Medical and Diagnostic Center, Baliakandi","Popular Medical and Diagnostic Center, Baliakandi",CH03110
CH03111,"Rabeya (Pvt.) Hospital, Rajbari","Rabeya (Pvt.) Hospital, Rajbari",CH03111
CH03112,"Rajbari Clinic, Rajbari","Rajbari Clinic, Rajbari",CH03112
CH03113,"Rajbari Medical Centre and Hospital, Rajbari","Rajbari Medical Centre and Hospital, Rajbari",CH03113
CH03114,"Sagorika Clinic and Diagnostic Center, Magura","Sagorika Clinic and Diagnostic Center, Magura",CH03114
CH03115,"Sanjida Pvt. Clinic and Nursing Home, Madhukhali","Sanjida Pvt. Clinic and Nursing Home, Madhukhali",CH03115
CH03116,"Saudi-Bangla Private Hospital, Faridpur","Saudi-Bangla Private Hospital, Faridpur",CH03116
CH03117,"Shanti Pvt. Hospital and Diagnostic Center, Magura","Shanti Pvt. Hospital and Diagnostic Center, Magura",CH03117
CH03118,"Shapla Clinic and Diagnostic Centre, Baliakandi","Shapla Clinic and Diagnostic Centre, Baliakandi",CH03118
CH03119,"Sheba Medical and Diagnostic Center, Baliakandi","Sheba Medical and Diagnostic Center, Baliakandi",CH03119
CH03120,"Surjer Hasi Clinic, Baliakandi","Surjer Hasi Clinic, Baliakandi",CH03120
CH03121,"Upasham Clinic and Diagnostic Center, Madhukhali","Upasham Clinic and Diagnostic Center, Madhukhali",CH03121
CH03122,"Zahed Memorial Child Hospital, Faridpur","Zahed Memorial Child Hospital, Faridpur",CH03122
CH03123,Kaunnair Community Clinic,Kaunnair Community Clinic,CH03123
CH03124,Baharpur UH and FWC,Baharpur UH and FWC,CH03124
CH03125,Beradanga Community Clinic,Beradanga Community Clinic,CH03125
CH03126,Konagram Community Clinic,Konagram Community Clinic,CH03126
CH03127,Rajdharpur Sub-Center,Rajdharpur Sub-Center,CH03127
CH03128,Rajdharpur Community Clinic,Rajdharpur Community Clinic,CH03128
CH03129,Sonapur Community Clinic,Sonapur Community Clinic,CH03129
CH03130,Sarutia Community Clinic,Sarutia Community Clinic,CH03130
CH03131,Pakalia Community Clinic,Pakalia Community Clinic,CH03131
CH03132,Khurda Ramdi Community Clinic,Khurda Ramdi Community Clinic,CH03132
CH03133,Arkandi Sub-Center,Arkandi Sub-Center,CH03133
CH03134,Padamdi Community Clinic,Padamdi Community Clinic,CH03134
CH03135,Barugram Community Clinic,Barugram Community Clinic,CH03135
CH03136,Kumardia Community Clinic,Kumardia Community Clinic,CH03136
CH03137,Sanghora Community Clinic,Sanghora Community Clinic,CH03137
CH03138,Hatimohon Community Clinic,Hatimohon Community Clinic,CH03138
CH03139,Baraichara Community Clinic,Baraichara Community Clinic,CH03139
CH03140,Baduli Khalkula Community Clinic,Baduli Khalkula Community Clinic,CH03140
CH03141,Paikandi Community Clinic,Paikandi Community Clinic,CH03141
CH03142,Indurdi Community Clinic,Indurdi Community Clinic,CH03142
CH03143,Chamta Community Clinic,Chamta Community Clinic,CH03143
CH03144,Ag Potra Community Clinic,Ag Potra Community Clinic,CH03144
CH03145,Salmara Community Clinic,Salmara Community Clinic,CH03145
CH03146,Delua Community Clinic,Delua Community Clinic,CH03146
CH03147,Boro Ghikamal Community Clinic,Boro Ghikamal Community Clinic,CH03147
CH03148,Sonaidanga Community Clinic,Sonaidanga Community Clinic,CH03148
CH03149,Jamalpur Sub-Center,Jamalpur Sub-Center,CH03149
CH03150,"Paricharja Hospital Limited, Faridpur","Paricharja Hospital Limited, Faridpur",CH03150
CH03151,"The Popular Diagnostic Center, Madhukhali","The Popular Diagnostic Center, Madhukhali",CH03151
CH03152,Obese* confirm with all available data,Obese* confirm with all available data,CH03152
CH03153,Severely wasted* confirm with all available data,Severely wasted* confirm with all available data,CH03153
CH03154,Z-score cannot be calculated because child has a length below 45 cm; consider classifying nutritional status using gestational age,Z-score cannot be calculated because child has a length below 45 cm; consider classifying nutritional status using gestational age,CH03154
CH03155,Severely underweight* confirm with all available data,Severely underweight* confirm with all available data,CH03155
CH03156,Biologically implausible high length/height-for-age* confirm with all available data,Biologically implausible high length/height-for-age* confirm with all available data,CH03156
